#   <z>    <M_{i}(z=2)>  M_{i}    N_Q      \log(\Phi) \sigma x 10^{-9}

  3.132 &   -26.549 &   -26.550 &      55 &   -6.546 &   38.359 \\
  3.127 &   -26.230 &   -26.250 &      73 &   -6.423 &   44.192 \\
  3.113 &   -25.945 &   -25.950 &      84 &   -6.362 &   47.405 \\
  3.112 &   -25.654 &   -25.650 &      81 &   -6.378 &   46.551 \\
  3.113 &   -25.351 &   -25.350 &      86 &   -6.352 &   47.966 \\
  3.102 &   -25.056 &   -25.050 &      82 &   -6.373 &   46.837 \\
  3.103 &   -24.780 &   -24.750 &      32 &   -6.781 &   29.259 \\
  3.088 &   -24.456 &   -24.450 &      10 &   -7.286 &   16.356 \\
  3.099 &   -24.169 &   -24.150 &       2 &   -7.985 &    7.315 \\
  3.125 &   -23.942 &   -23.850 &       2 &   -7.985 &    7.315 \\
  3.098 &   -23.590 &   -23.550 &       1 &   -8.286 &    5.172 \\
#
  3.373 &   -29.149 &   -29.250 &       1 &   -8.278 &    5.270 \\
  3.499 &   -29.094 &   -28.950 &       1 &   -8.278 &    5.270 \\
  3.425 &   -28.631 &   -28.650 &       4 &   -7.676 &   10.541 \\
  3.330 &   -28.305 &   -28.350 &       5 &   -7.579 &   11.785 \\
  3.326 &   -28.072 &   -28.050 &       4 &   -7.676 &   10.541 \\
  3.374 &   -27.769 &   -27.750 &       5 &   -7.579 &   11.785 \\
  3.327 &   -27.463 &   -27.450 &      16 &   -7.074 &   21.082 \\
  3.367 &   -27.114 &   -27.150 &      21 &   -6.956 &   24.152 \\
  3.366 &   -26.861 &   -26.850 &      29 &   -6.816 &   28.382 \\
  3.361 &   -26.556 &   -26.550 &      40 &   -6.676 &   33.333 \\
  3.341 &   -26.240 &   -26.250 &      35 &   -6.734 &   31.180 \\
  3.350 &   -25.921 &   -25.950 &      31 &   -6.787 &   29.344 \\
  3.337 &   -25.663 &   -25.650 &      63 &   -6.479 &   41.833 \\
  3.330 &   -25.337 &   -25.350 &      43 &   -6.645 &   34.560 \\
  3.321 &   -25.085 &   -25.050 &      20 &   -6.977 &   23.570 \\
  3.307 &   -24.830 &   -24.750 &       5 &   -7.579 &   11.785 \\
#
  3.836 &   -29.055 &   -28.950 &       1 &   -8.565 &    2.725 \\
  3.564 &   -28.713 &   -28.650 &       1 &   -8.565 &    2.725 \\
  3.650 &   -28.319 &   -28.350 &       5 &   -7.866 &    6.093 \\
  3.686 &   -28.049 &   -28.050 &       7 &   -7.720 &    7.210 \\
  3.740 &   -27.724 &   -27.750 &      12 &   -7.485 &    9.440 \\
  3.744 &   -27.439 &   -27.450 &      16 &   -7.361 &   10.900 \\
  3.746 &   -27.113 &   -27.150 &      31 &   -7.073 &   15.172 \\
  3.752 &   -26.863 &   -26.850 &      20 &   -7.264 &   12.186 \\
  3.659 &   -26.563 &   -26.550 &      38 &   -6.985 &   16.798 \\
  3.706 &   -26.234 &   -26.250 &      33 &   -7.046 &   15.654 \\
  3.716 &   -25.948 &   -25.950 &      32 &   -7.059 &   15.415 \\
  3.684 &   -25.647 &   -25.650 &      37 &   -6.996 &   16.575 \\
  3.715 &   -25.393 &   -25.350 &      18 &   -7.309 &   11.561 \\
  3.665 &   -25.162 &   -25.050 &       3 &   -8.088 &    4.720 \\
  3.706 &   -24.820 &   -24.750 &       1 &   -8.565 &    2.725 \\
